ISO Code,Country,Region,Year,Cluster,Index,Infrastructure,Affordability,Consumer Readiness,Content and Services,Network coverage,Network performance,Spectrum,Mobile data affordability,Handset affordability,Taxation,Mobile Ownership,Basic Skills,Gender Equality,Local Relevance,Online Security,2G Population Coverage,3G Population Coverage,4G Population Coverage,5G Population Coverage,Mobile download speeds,Mobile upload speeds,Mobile latencies,Spectrum assigned in bands below 1GHz,Spectrum assigned in bands between 1-3GHz,Spectrum assigned in bands between 3-6GHz,Spectrum assigned in mmWave bands,Affordability of entry basket (1GB),Affordability of higher basket (5GB),Affordability of entry basket (1GB) for poorest 40%,Affordability of higher basket (5GB) for poorest 40%,Device affordability,Device affordability for poorest 40%,Cost of taxes on mobile data,Cost of taxes on handsets,Cost of sector specific taxes on mobile data,Mobile ownership,Literacy,School Life Expectancy,Gender gap in mobile ownership,Gender gap in mobile internet,Top-Level Domains (TLDs) per person,E-Government Score,Mobile Social Media Penetration,Locally developed apps per person,Digital Language Support,Language accessibility of top ranked apps,Cybersecurity Index,Readiness Score,Sustainability Score,Potential Deployment
TCD,Chad,Sub-Saharan Africa,2024,1,26.53,43.95,25.16,21.03,21.31,56.29,31.74,43.69,16.14,5.68,82.14,31.45,24.57,7.07,14.46,48.68,86.9,76.0,43.0,0.0,13.22,30.3,51.7,52.38,58.33,0.0,0.0,30.07,18.13,14.61,1.75,11.36,0.0,73.73,72.69,100.0,31.45,30.63,18.52,14.14,0.0,14.47,26.74,8.75,15.53,12.79,14.82,48.68,70,75,Yes
TGO,Togo,Sub-Saharan Africa,2021,1,36.14,53.4,25.01,40.91,31.23,81.07,39.59,25.68,6.58,21.12,69.65,43.07,61.1,18.57,30.74,33.19,98.0,97.0,81.0,0.73,22.61,18.31,77.84,34.95,27.33,0.0,0.0,19.09,3.73,3.52,0.0,29.55,12.68,73.73,35.21,100.0,43.07,70.73,51.46,28.57,8.57,32.21,46.69,10.47,49.5,17.09,42.22,33.19,70,75,Yes
TGO,Togo,Sub-Saharan Africa,2022,1,38.99,60.21,24.83,50.6,30.56,88.45,49.23,25.68,8.07,19.19,69.65,44.11,62.03,45.66,29.9,33.19,98.0,98.0,98.0,2.5,30.19,32.07,85.44,34.95,27.33,0.0,0.0,20.4,7.07,4.83,0.0,27.62,10.75,73.73,35.21,100.0,44.11,72.6,51.46,54.73,36.59,32.38,43.38,8.39,51.3,20.88,29.75,33.19,70,75,Yes
TGO,Togo,Sub-Saharan Africa,2023,2,42.29,63.32,27.72,57.24,31.84,88.8,56.67,25.68,13.9,20.58,69.65,45.27,62.03,64.42,31.5,33.19,99.0,98.0,98.0,5.0,41.82,40.67,87.51,34.95,27.33,0.0,0.0,21.68,21.68,6.11,6.11,29.01,12.15,73.73,35.21,100.0,45.27,72.6,51.46,75.9,52.94,32.59,43.38,9.84,51.95,22.5,37.84,33.19,60,65,No
TGO,Togo,Sub-Saharan Africa,2024,2,47.63,67.47,29.24,59.67,43.72,89.4,66.43,25.68,16.65,21.62,69.65,46.76,62.03,70.23,32.14,90.06,99.7,98.55,98.0,8.09,56.0,52.36,90.92,34.95,27.33,0.0,0.0,30.4,21.4,14.82,0.0,30.05,13.18,73.73,35.21,100.0,46.76,72.6,51.46,79.67,60.78,32.91,44.72,9.56,48.19,23.32,48.73,90.06,60,65,No
THA,Thailand,East Asia & Pacific,2021,3,75.49,78.53,68.3,85.0,71.25,95.88,63.24,74.41,54.81,65.94,100.0,78.93,80.34,95.72,67.44,86.5,98.8,98.0,98.0,76.0,36.46,64.4,88.85,94.76,75.67,0.0,86.67,61.92,61.92,47.7,47.7,73.64,58.24,100.0,100.0,100.0,78.93,91.16,69.53,100.0,91.45,55.83,78.52,78.71,77.34,42.31,87.5,86.5,45,50,No
THA,Thailand,East Asia & Pacific,2022,0,75.07,82.94,63.07,86.88,69.88,98.25,71.89,74.41,58.32,49.35,100.0,81.58,80.31,98.75,65.73,86.5,99.5,100.0,99.5,85.0,51.09,74.62,89.96,94.76,75.67,0.0,86.67,67.62,62.93,53.7,49.02,56.89,41.81,100.0,100.0,100.0,81.58,91.1,69.53,100.0,97.5,55.77,77.63,72.17,76.06,42.59,86.5,86.5,90,85,Yes
THA,Thailand,East Asia & Pacific,2023,0,76.64,85.81,66.19,88.32,68.77,98.75,78.56,74.41,65.74,49.73,100.0,84.66,80.31,100.0,64.34,86.5,99.5,100.0,99.5,90.0,62.97,82.88,89.85,94.76,75.67,0.0,86.67,81.91,63.09,68.39,49.56,57.05,42.4,100.0,100.0,100.0,84.66,91.1,69.53,100.0,100.0,56.21,77.63,67.17,75.29,42.45,83.5,86.5,90,85,Yes
THA,Thailand,East Asia & Pacific,2024,0,77.31,87.67,63.86,88.47,72.12,99.25,82.71,74.41,59.52,50.12,100.0,85.1,80.31,100.0,65.34,99.22,99.5,100.0,99.5,95.0,71.87,86.41,89.85,94.76,75.67,0.0,86.67,71.69,60.71,58.17,47.5,57.45,42.8,100.0,100.0,100.0,85.1,91.1,69.53,100.0,100.0,55.53,76.11,69.79,71.09,51.05,82.38,99.22,90,85,Yes
TJK,Tajikistan,Europe & Central Asia,2021,1,36.13,51.28,19.31,51.25,33.58,77.38,35.89,29.85,19.9,0.0,56.75,60.08,68.39,25.27,37.7,17.1,90.0,90.0,80.0,3.84,8.93,18.05,80.69,35.94,39.59,0.0,0.0,36.86,16.85,22.95,2.93,0.0,0.0,66.67,45.26,58.33,60.08,99.8,36.97,40.74,9.8,28.2,35.72,14.35,58.83,69.25,0.0,17.1,70,75,Yes
TJK,Tajikistan,Europe & Central Asia,2022,1,35.5,51.7,18.9,48.38,33.59,78.05,36.27,29.85,22.64,0.0,49.24,60.74,68.39,16.02,37.71,17.1,90.0,90.0,80.0,10.5,9.45,19.48,79.87,35.94,39.59,0.0,0.0,39.6,19.58,25.69,5.67,0.0,0.0,59.84,45.26,42.62,60.74,99.8,36.97,19.54,12.5,28.45,39.68,10.95,59.26,70.06,0.0,17.1,70,75,Yes
TJK,Tajikistan,Europe & Central Asia,2023,1,37.5,52.99,18.83,57.09,34.72,78.72,38.84,29.85,22.46,0.0,49.24,61.33,68.39,41.55,39.13,17.1,90.0,90.0,80.0,17.16,13.17,24.55,78.8,35.94,39.59,0.0,0.0,39.43,19.41,25.51,5.5,0.0,0.0,59.84,45.26,42.62,61.33,99.8,36.97,48.72,34.38,30.38,39.68,15.63,59.27,70.51,0.0,17.1,70,75,Yes
TJK,Tajikistan,Europe & Central Asia,2024,1,38.82,54.6,20.44,55.17,36.88,79.38,42.2,29.85,27.23,1.07,45.59,62.86,70.98,31.69,39.76,25.36,90.0,90.0,80.0,23.79,18.87,29.14,78.58,35.94,39.59,0.0,0.0,40.58,26.48,26.66,15.2,2.14,0.0,63.22,31.39,42.15,62.86,99.8,42.16,24.24,39.13,31.94,44.76,16.79,55.91,71.79,0.0,25.36,70,75,Yes
TLS,Timor-Leste,East Asia & Pacific,2021,2,46.6,51.19,48.61,62.1,30.52,81.24,31.92,29.64,24.84,46.68,100.0,55.61,60.75,69.95,37.08,4.26,96.5,95.0,83.98,0.0,4.47,12.07,79.21,35.85,39.04,0.0,0.0,39.06,21.44,28.25,10.63,52.54,40.83,100.0,100.0,100.0,55.61,68.1,53.39,84.72,55.19,37.96,41.72,31.75,71.18,3.01,41.31,4.26,60,65,No
TLS,Timor-Leste,East Asia & Pacific,2022,2,48.48,52.34,55.54,62.47,30.4,83.65,32.39,29.64,42.22,46.63,100.0,58.03,60.75,68.64,36.94,4.26,96.5,95.0,90.0,0.0,4.2,12.58,80.39,35.85,39.04,0.0,0.0,63.1,32.15,52.3,21.35,52.49,40.78,100.0,100.0,100.0,58.03,68.1,53.39,77.83,59.45,38.37,39.31,26.25,69.73,5.49,50.4,4.26,60,65,No
TLS,Timor-Leste,East Asia & Pacific,2023,2,47.88,55.57,48.42,60.31,32.38,85.65,38.45,29.64,33.68,37.37,100.0,60.41,60.75,59.78,39.41,4.26,96.5,95.0,95.0,0.0,6.88,22.21,86.26,35.85,39.04,0.0,0.0,54.55,23.6,43.75,12.8,43.23,31.52,100.0,100.0,100.0,60.41,68.1,53.39,64.47,55.08,38.51,39.31,42.16,67.21,6.39,46.28,4.26,60,65,No
TLS,Timor-Leste,East Asia & Pacific,2024,2,48.72,57.6,46.3,63.82,33.1,85.96,43.22,29.64,29.28,36.46,100.0,61.94,60.75,68.77,37.17,16.82,96.5,95.39,95.39,0.0,11.58,29.73,88.37,35.85,39.04,0.0,0.0,40.39,28.13,29.57,19.04,42.32,30.61,100.0,100.0,100.0,61.94,68.1,53.39,78.48,59.07,38.03,34.06,42.33,58.92,8.41,42.3,16.82,60,65,No
TON,Tonga,East Asia & Pacific,2021,2,60.71,51.73,56.87,77.86,59.3,85.9,36.3,14.26,44.48,54.88,85.63,50.85,82.72,100.0,68.89,20.95,99.0,95.0,95.0,0.0,10.52,29.58,68.81,25.71,4.67,0.0,0.0,49.73,49.73,39.23,39.23,60.58,49.19,84.78,72.12,100.0,50.85,91.05,74.4,100.0,100.0,87.62,35.31,70.88,100.0,53.29,30.0,20.95,60,65,No
TON,Tonga,East Asia & Pacific,2022,2,57.21,42.36,56.72,78.4,56.86,85.9,12.88,14.26,44.33,54.67,85.63,52.48,82.72,100.0,65.84,20.95,99.0,95.0,95.0,0.0,9.17,29.47,0.0,25.71,4.67,0.0,0.0,49.61,49.61,39.04,39.04,60.39,48.94,84.78,72.12,100.0,52.48,91.05,74.4,100.0,100.0,88.35,32.96,59.15,100.0,50.2,30.0,20.95,60,65,No
TON,Tonga,East Asia & Pacific,2023,2,60.18,51.75,56.89,78.88,56.47,85.9,36.34,14.26,44.84,54.57,85.63,53.92,82.72,100.0,65.35,20.95,99.0,95.0,95.0,0.0,18.42,36.23,54.36,25.71,4.67,0.0,0.0,50.16,50.16,39.53,39.53,60.33,48.82,84.78,72.12,100.0,53.92,91.05,74.4,100.0,100.0,86.43,32.96,61.05,100.0,47.8,30.0,20.95,60,65,No
TON,Tonga,East Asia & Pacific,2024,2,64.17,62.6,57.86,78.2,59.86,87.1,62.28,14.26,46.08,55.76,85.63,55.68,82.72,96.19,66.38,33.79,99.0,95.0,95.0,12.0,46.35,74.01,66.46,25.71,4.67,0.0,0.0,51.31,51.31,40.85,40.85,61.43,50.1,84.78,72.12,100.0,55.68,91.05,74.4,100.0,92.37,86.2,32.2,60.6,100.0,53.99,30.0,33.79,60,65,No
TTO,Trinidad and Tobago,Latin America & Caribbean,2021,2,66.6,66.38,57.07,81.64,63.59,85.6,61.99,36.71,37.58,63.72,82.78,68.82,79.16,96.93,73.95,22.18,100.0,95.0,94.0,0.0,34.67,60.97,90.33,51.43,36.67,0.0,0.0,50.01,47.04,28.12,25.15,75.57,51.86,94.44,53.9,100.0,68.82,99.0,59.32,93.86,100.0,54.24,55.05,71.02,70.89,96.06,100.0,22.18,60,65,No
TTO,Trinidad and Tobago,Latin America & Caribbean,2022,3,68.06,66.28,63.32,82.57,61.92,85.6,61.74,36.71,45.96,70.95,82.77,70.6,79.16,97.95,71.86,22.18,100.0,95.0,94.0,0.0,31.58,62.55,91.1,51.43,36.67,0.0,0.0,56.02,56.02,35.9,35.9,81.85,60.06,94.44,53.88,100.0,70.6,99.0,59.32,95.9,100.0,54.16,48.92,65.11,69.51,96.06,100.0,22.18,45,50,No
TTO,Trinidad and Tobago,Latin America & Caribbean,2023,2,67.01,67.41,59.57,83.5,60.12,85.6,64.58,36.71,43.75,63.8,82.79,72.36,79.16,98.98,69.61,22.18,100.0,95.0,94.0,0.0,36.86,65.83,91.04,51.43,36.67,0.0,0.0,53.81,53.81,33.69,33.69,74.69,52.9,94.44,53.91,100.0,72.36,99.0,59.32,97.95,100.0,53.78,48.92,54.21,68.55,97.05,100.0,22.18,60,65,No
TTO,Trinidad and Tobago,Latin America & Caribbean,2024,3,69.55,69.73,59.67,83.5,67.33,86.0,69.96,36.71,44.06,63.72,82.79,73.74,79.16,97.59,70.11,56.22,100.0,96.0,94.0,0.0,44.15,74.0,91.74,51.43,36.67,0.0,0.0,54.23,53.34,34.11,34.58,74.62,52.83,94.44,53.91,100.0,73.74,99.0,59.32,100.0,95.18,53.26,59.99,56.7,65.49,95.11,100.0,56.22,45,50,No
TUN,Tunisia,Middle East & North Africa,2021,3,60.93,66.69,44.07,76.08,61.65,88.56,56.75,42.81,58.63,47.23,8.65,77.05,73.29,77.91,55.5,86.23,99.0,99.0,97.64,0.0,24.47,55.9,89.89,61.62,40.0,0.0,0.0,76.87,53.72,63.54,40.39,54.45,40.01,25.94,0.0,0.0,77.05,83.68,62.89,75.18,80.65,52.95,61.33,64.88,74.43,17.21,74.73,86.23,45,50,No
TUN,Tunisia,Middle East & North Africa,2022,3,61.78,69.04,46.31,75.13,60.65,88.7,62.49,42.81,60.56,50.89,8.65,78.13,73.93,73.33,54.26,86.23,99.0,99.0,98.0,0.0,25.78,70.8,90.89,61.62,40.0,0.0,0.0,77.79,56.66,64.46,43.33,58.11,43.67,25.94,0.0,0.0,78.13,84.96,62.89,74.36,72.31,53.23,60.31,57.54,74.33,17.31,77.46,86.23,45,50,No
TUN,Tunisia,Middle East & North Africa,2023,3,63.47,71.92,47.66,78.49,60.33,89.1,69.29,42.81,62.18,52.64,8.65,79.26,74.57,81.64,53.86,86.23,99.0,99.5,98.5,0.0,33.93,81.79,92.14,61.62,40.0,0.0,0.0,79.41,58.28,66.08,44.95,59.86,45.42,25.94,0.0,0.0,79.26,86.25,62.89,85.51,77.78,53.44,60.31,56.2,73.96,17.45,76.15,86.23,45,50,No
TUN,Tunisia,Middle East & North Africa,2024,3,67.28,76.2,46.49,84.24,68.65,89.11,70.78,61.2,57.57,54.33,8.65,79.83,74.57,98.33,65.34,81.93,99.0,99.5,98.52,0.0,37.35,83.25,91.75,75.9,40.0,75.0,0.0,70.11,60.19,56.78,43.21,61.55,47.11,25.94,0.0,0.0,79.83,86.25,62.89,100.0,96.67,53.3,59.51,57.13,68.77,81.91,71.65,81.93,45,50,No
TUR,Turkey,Middle East & North Africa,2021,3,73.41,73.79,51.84,90.46,83.93,89.17,69.39,51.84,83.0,46.6,0.0,83.17,96.07,92.15,80.54,97.49,99.7,99.0,99.0,0.0,40.41,79.08,88.68,61.71,69.93,0.0,0.0,92.62,92.62,73.37,73.37,57.03,36.18,0.0,0.0,0.0,83.17,97.0,95.14,93.2,91.11,63.69,85.94,79.95,86.5,84.36,90.5,97.49,45,50,No
TUR,Turkey,Middle East & North Africa,2022,3,76.99,74.47,60.96,93.39,82.87,89.18,71.09,51.84,95.59,56.81,0.0,83.97,97.41,98.8,79.21,97.49,99.75,99.0,99.0,0.0,40.06,83.01,90.2,61.71,69.93,0.0,0.0,100.0,100.0,97.65,84.7,67.1,46.53,0.0,0.0,0.0,83.97,97.0,97.83,100.0,97.59,63.63,86.0,72.36,86.73,84.83,91.0,97.49,45,50,No
TUR,Turkey,Middle East & North Africa,2023,3,77.85,77.52,64.22,89.99,81.98,89.66,78.23,51.84,97.91,62.64,0.0,84.65,97.41,87.92,78.11,97.49,99.76,99.6,99.6,0.0,52.62,92.19,89.89,61.71,69.93,0.0,0.0,100.0,100.0,100.0,91.66,72.93,52.36,0.0,0.0,0.0,84.65,97.0,97.83,96.53,79.31,65.65,86.0,66.41,85.83,84.89,89.5,97.49,45,50,No
TUR,Turkey,Middle East & North Africa,2024,3,76.32,80.13,56.34,90.38,83.17,89.75,84.67,51.84,62.08,65.87,25.8,84.91,97.41,88.82,78.96,100.0,99.85,99.7,99.7,0.0,64.33,98.99,90.68,61.71,69.93,0.0,0.0,75.83,69.87,56.83,45.8,76.16,55.58,45.06,0.0,32.34,84.91,97.0,97.83,93.2,84.44,66.33,92.25,67.37,82.23,87.5,90.48,100.0,45,50,No
TZA,Tanzania,Sub-Saharan Africa,2021,1,43.12,48.02,36.68,44.99,43.64,57.9,32.42,59.48,31.97,39.66,40.12,40.22,51.29,43.47,31.9,90.58,95.0,70.0,51.0,0.0,6.31,14.06,76.89,80.95,63.33,0.0,0.0,45.55,34.4,29.54,18.39,48.33,30.99,20.37,100.0,0.0,40.22,78.0,24.59,36.94,50.0,25.09,51.15,9.31,53.53,21.76,48.48,90.58,70,75,Yes
TZA,Tanzania,Sub-Saharan Africa,2022,1,44.98,53.92,38.66,45.92,42.76,60.59,33.83,80.74,34.26,42.31,40.12,41.57,49.64,46.55,30.8,90.58,95.0,72.0,55.0,2.85,7.37,16.25,77.88,90.48,93.33,50.0,0.0,48.93,35.6,32.92,19.59,50.98,33.64,20.37,100.0,0.0,41.57,78.0,21.28,74.36,18.75,25.75,47.0,7.37,54.16,21.76,42.96,90.58,70,75,Yes
TZA,Tanzania,Sub-Saharan Africa,2023,1,44.0,61.96,30.11,47.21,42.57,76.56,37.97,80.74,28.77,38.98,15.06,42.53,49.64,49.45,30.57,90.58,95.0,86.0,79.0,10.57,12.04,23.2,78.67,90.48,93.33,50.0,0.0,40.67,32.88,24.67,16.87,47.65,30.31,20.37,24.81,0.0,42.53,78.0,21.28,67.87,31.03,25.95,47.0,8.15,52.73,21.76,41.54,90.58,70,75,Yes
TZA,Tanzania,Sub-Saharan Africa,2024,1,45.46,65.55,27.78,53.81,43.57,83.4,40.1,80.74,23.29,38.64,15.06,43.71,49.64,68.09,29.64,99.27,98.0,91.0,88.0,20.0,16.52,26.63,77.17,90.48,93.33,50.0,0.0,38.0,24.91,21.99,8.27,47.31,29.97,20.37,24.81,0.0,43.71,78.0,21.28,92.5,43.69,25.98,47.91,9.53,46.98,23.05,37.4,99.27,70,75,Yes
UGA,Uganda,Sub-Saharan Africa,2021,1,42.34,54.96,28.91,50.94,39.69,71.08,38.16,56.29,29.59,37.89,9.6,41.66,58.92,52.22,32.12,69.98,98.0,90.5,62.7,0.0,10.27,19.28,84.94,64.29,70.0,21.0,0.0,53.82,22.87,36.32,5.37,47.37,28.41,28.79,0.0,0.0,41.66,76.5,41.35,64.44,40.0,23.98,54.97,5.9,53.97,27.18,44.18,69.98,70,75,Yes
UGA,Uganda,Sub-Saharan Africa,2022,1,44.76,59.39,30.45,57.63,38.51,78.6,41.73,56.29,31.44,39.89,9.6,43.28,58.92,70.67,30.64,69.98,98.0,92.0,80.0,0.0,14.46,28.16,82.56,64.29,70.0,21.0,0.0,55.66,24.71,38.16,7.21,49.37,30.41,28.79,0.0,0.0,43.28,76.5,41.35,87.5,53.85,24.14,51.69,4.28,53.18,28.58,34.4,69.98,70,75,Yes
UGA,Uganda,Sub-Saharan Africa,2023,1,42.05,65.7,26.77,45.67,38.91,81.01,48.85,68.8,37.02,25.11,9.6,44.47,58.92,33.63,31.14,69.98,98.0,92.4,85.0,2.5,21.86,40.5,84.19,73.81,83.33,46.0,0.0,56.95,34.59,39.45,17.08,34.59,15.63,28.79,0.0,0.0,44.47,76.5,41.35,61.68,5.57,23.65,51.69,5.28,51.19,32.77,33.94,69.98,70,75,Yes
UGA,Uganda,Sub-Saharan Africa,2024,1,43.88,66.52,25.21,53.54,41.3,84.44,47.47,68.8,29.75,26.21,14.1,45.55,58.92,56.14,30.85,83.1,99.0,94.6,88.0,15.0,21.02,36.63,84.74,73.81,83.33,46.0,0.0,45.07,33.48,27.56,12.91,35.69,16.73,34.62,0.0,7.69,45.55,76.5,41.35,81.77,30.51,24.39,60.69,4.67,45.18,33.44,32.51,83.1,70,75,Yes
UKR,Ukraine,Europe & Central Asia,2021,3,68.83,58.87,59.06,88.79,72.69,82.23,47.87,34.17,70.85,51.82,50.0,88.99,77.39,100.0,74.39,65.93,99.9,90.3,90.3,0.0,19.76,40.79,83.06,33.33,58.33,0.0,0.0,85.73,65.54,76.15,55.96,57.01,46.62,42.16,66.67,41.18,88.99,99.0,55.78,100.0,100.0,61.81,74.86,64.99,81.89,89.0,73.6,65.93,45,50,No
UKR,Ukraine,Europe & Central Asia,2022,3,67.82,58.8,55.22,88.48,73.65,85.19,44.74,34.17,63.22,49.84,50.0,88.94,76.49,100.0,75.58,65.93,99.9,94.0,94.0,0.0,17.33,38.23,78.65,33.33,58.33,0.0,0.0,68.01,68.01,58.43,58.43,55.03,44.65,42.16,66.67,41.18,88.94,99.0,53.99,100.0,100.0,62.81,81.48,68.87,82.29,88.86,68.68,65.93,45,50,No
UKR,Ukraine,Europe & Central Asia,2023,3,69.4,61.01,59.98,87.09,72.78,85.59,49.86,34.17,69.98,54.96,50.0,84.77,76.49,100.0,74.49,65.93,99.9,94.5,94.5,0.0,22.0,45.44,82.13,33.33,58.33,0.0,0.0,74.77,74.77,65.19,65.19,60.16,49.77,42.16,66.67,41.18,84.77,99.0,53.99,100.0,100.0,62.88,81.48,63.31,81.63,88.88,70.05,65.93,45,50,No
UKR,Ukraine,Europe & Central Asia,2024,3,69.25,63.21,54.43,87.41,76.48,86.79,51.52,39.42,54.36,56.7,50.0,85.73,76.49,100.0,74.62,83.94,99.9,96.0,96.0,0.0,24.82,46.89,82.84,33.33,75.83,0.0,0.0,65.11,52.68,55.53,44.12,61.9,51.51,42.16,66.67,41.18,85.73,99.0,53.99,100.0,100.0,61.35,98.54,55.05,78.93,91.38,74.21,83.94,45,50,No
URY,Uruguay,Latin America & Caribbean,2021,3,77.48,69.35,71.8,87.09,83.11,88.8,57.34,54.46,71.81,75.56,64.29,73.77,87.49,100.0,85.1,75.15,100.0,99.0,98.0,0.0,29.84,57.0,85.16,71.43,62.5,0.0,0.0,88.46,72.9,70.72,55.16,85.17,65.95,59.84,33.02,100.0,73.77,99.0,75.97,100.0,100.0,67.39,80.27,90.05,84.8,97.37,91.5,75.15,45,50,No
URY,Uruguay,Latin America & Caribbean,2022,3,77.75,69.92,72.21,88.7,81.62,88.8,58.11,55.8,75.19,73.18,64.29,75.73,90.37,100.0,83.24,75.15,100.0,99.0,98.0,0.0,34.77,54.33,85.23,71.43,62.5,0.0,26.67,88.45,79.67,70.71,61.93,82.79,63.57,59.84,33.02,100.0,75.73,99.0,81.74,100.0,100.0,67.43,76.41,80.33,85.34,97.63,94.5,75.15,45,50,No
URY,Uruguay,Latin America & Caribbean,2023,0,80.85,79.25,75.48,88.63,80.57,90.81,73.8,67.05,73.85,82.72,64.29,77.67,90.37,97.85,81.93,75.15,100.0,99.0,99.0,16.05,67.54,67.14,86.73,71.43,62.5,75.0,26.67,84.15,81.29,66.41,63.55,92.33,73.11,59.84,33.02,100.0,77.67,99.0,81.74,100.0,95.7,67.69,76.41,71.89,84.09,100.0,95.5,75.15,90,85,Yes
URY,Uruguay,Latin America & Caribbean,2024,0,81.41,80.9,71.29,89.67,84.94,91.46,77.27,67.05,62.62,83.45,64.29,78.64,90.37,100.0,82.5,94.7,99.0,100.0,99.0,19.56,76.79,67.78,87.24,71.43,62.5,75.0,26.67,75.54,67.75,57.8,49.39,93.06,73.85,59.84,33.02,100.0,78.64,99.0,81.74,100.0,100.0,67.85,88.32,75.36,81.09,100.0,88.1,94.7,90,85,Yes
USA,United States of America,North America,2021,0,88.33,83.37,85.96,90.6,93.75,98.59,65.24,89.22,75.01,96.9,85.99,83.93,87.87,100.0,92.19,100.0,99.9,99.0,99.0,94.0,60.5,52.56,82.65,97.14,85.08,67.5,100.0,90.01,76.68,73.33,60.0,100.0,93.8,96.55,100.0,61.42,83.93,99.0,76.74,100.0,100.0,86.94,93.88,77.92,100.0,99.16,100.0,100.0,90,85,Yes
USA,United States of America,North America,2022,0,89.79,90.84,85.47,90.49,92.5,98.99,80.71,94.77,77.62,93.06,85.99,84.34,87.13,100.0,90.63,100.0,99.9,99.0,99.0,98.0,96.98,60.68,84.47,97.14,89.83,95.0,100.0,91.71,81.89,73.35,63.53,100.0,86.12,96.55,100.0,61.42,84.34,99.0,75.26,100.0,100.0,87.15,93.04,70.79,100.0,98.69,100.0,100.0,90,85,Yes
USA,United States of America,North America,2023,0,90.57,92.16,87.21,90.6,92.39,98.99,84.02,94.77,82.32,92.72,85.99,84.67,87.13,100.0,90.49,100.0,99.9,99.0,99.0,98.0,100.0,68.03,84.02,97.14,89.83,95.0,100.0,100.0,82.96,81.97,64.35,100.0,85.43,96.55,100.0,61.42,84.67,99.0,75.26,100.0,100.0,87.03,93.04,68.91,100.0,100.0,100.0,100.0,90,85,Yes
USA,United States of America,North America,2024,0,88.92,93.04,80.14,90.43,92.7,98.96,86.25,94.77,64.2,93.16,85.99,85.25,87.13,98.92,90.92,99.86,99.7,98.98,98.98,98.1,100.0,74.06,84.69,97.14,89.83,95.0,100.0,73.11,75.07,54.5,54.12,100.0,86.31,96.55,100.0,61.42,85.25,99.0,75.26,100.0,97.85,86.56,91.36,72.49,100.0,99.85,100.0,99.86,90,85,Yes
UZB,Uzbekistan,Europe & Central Asia,2021,3,61.85,63.04,57.34,75.94,53.31,78.56,39.47,79.16,61.82,61.63,39.8,66.72,72.59,88.52,48.86,71.11,99.3,90.0,80.0,6.28,11.36,23.9,83.15,84.1,86.2,75.0,0.0,76.68,60.67,62.96,46.95,69.06,54.2,34.62,84.78,0.0,66.72,100.0,45.18,96.88,80.15,40.59,76.32,17.96,64.59,76.97,12.02,71.11,45,50,No
UZB,Uzbekistan,Europe & Central Asia,2022,3,62.8,67.15,55.63,77.45,53.76,83.12,41.12,87.3,65.85,47.42,51.59,67.1,72.39,92.87,49.42,71.11,99.4,93.0,86.0,15.79,13.35,26.75,83.25,98.38,89.53,75.0,0.0,82.26,62.4,69.31,49.45,54.43,40.41,50.0,84.78,20.0,67.1,100.0,44.78,99.32,86.42,41.7,74.4,15.33,66.33,80.42,12.22,71.11,45,50,No
UZB,Uzbekistan,Europe & Central Asia,2023,3,63.59,72.9,51.49,78.66,55.38,87.68,48.1,92.94,70.29,29.38,58.1,67.56,72.39,96.04,51.45,71.11,99.5,96.0,92.0,25.29,21.72,37.95,84.63,100.0,93.13,100.0,0.0,85.92,69.28,71.3,54.66,37.3,21.46,59.84,96.43,18.03,67.56,100.0,44.78,100.0,92.08,42.68,74.4,24.56,65.71,81.13,11.89,71.11,45,50,No
UZB,Uzbekistan,Europe & Central Asia,2024,3,68.0,77.84,56.89,80.46,60.02,90.84,57.3,92.94,62.19,31.23,97.62,68.86,74.44,98.09,52.72,89.2,99.5,97.0,97.0,32.87,37.11,48.3,86.49,100.0,93.13,100.0,0.0,78.71,55.87,64.09,50.08,39.15,23.31,96.43,96.43,100.0,68.86,100.0,48.89,100.0,96.18,43.27,76.48,32.44,63.27,80.62,11.58,89.2,45,50,No
VCT,Saint Vincent and the Grenadines,Latin America & Caribbean,2021,2,58.8,58.4,41.77,81.77,59.93,82.0,49.66,28.69,23.93,46.86,67.27,64.22,81.08,100.0,71.86,12.18,100.0,90.0,90.0,0.0,24.84,47.31,76.84,48.67,14.53,0.0,0.0,30.62,30.62,17.24,17.24,54.11,39.61,81.03,20.78,100.0,64.22,88.0,74.16,100.0,100.0,98.63,46.16,83.61,100.0,3.99,100.0,12.18,60,65,No
VCT,Saint Vincent and the Grenadines,Latin America & Caribbean,2022,2,60.62,62.27,45.41,82.32,58.0,83.6,57.74,28.69,25.63,54.25,67.27,65.87,81.08,100.0,69.46,12.18,100.0,92.0,92.0,0.0,31.78,54.36,87.08,48.67,14.53,0.0,0.0,32.31,32.31,18.94,18.94,61.49,47.01,81.03,20.78,100.0,65.87,88.0,74.16,100.0,100.0,98.93,45.26,71.8,100.0,3.94,100.0,12.18,60,65,No
VCT,Saint Vincent and the Grenadines,Latin America & Caribbean,2023,2,61.4,65.74,45.91,82.83,56.84,83.6,66.4,28.69,24.84,56.3,67.27,67.42,81.08,100.0,68.01,12.18,100.0,92.0,92.0,0.0,45.84,66.11,87.24,48.67,14.53,0.0,0.0,31.51,31.51,18.16,18.16,63.54,49.07,81.03,20.78,100.0,67.42,88.0,74.16,100.0,100.0,99.04,45.26,59.69,100.0,8.66,100.0,12.18,60,65,No
